Book ID,Book Title,Author,Genre,Summary,Number of Reviews,Average Rating,Publishing Year,Language Code,Gross Sales,Publisher Revenue
12658,Hawaii,James A. Michener,Historical Fiction,"An alternate cover edition for this ISBN can be found here.Pulitzer Prize–winning author James A. Michener brings Hawaii’s epic history vividly to life in a classic saga that has captivated readers since its initial publication in 1959. As the volcanic Hawaiian Islands sprout from the ocean floor, the land remains untouched for centuries—until, little more than a thousand years ago, Polynesian seafarers make the perilous journey across the Pacific, flourishing in this tropical paradise according to their ancient traditions. Then, in the early nineteenth century, American missionaries arrive, bringing with them a new creed and a new way of life. Based on exhaustive research and told in Michener’s immersive prose, Hawaii is the story of disparate peoples struggling to keep their identity, live in harmony, and, ultimately, join together.",2138,4.21,1959,en-GB,212.0,0.0
12898,Death of a Salesman,Arthur Miller,Classics,"'For a salesman, there is no rock bottom to life. He don't put a bolt to a nut, he don't tell you the law or give you medicine. He's a man way out there in the blue, riding on a smile and a shoeshine.'Willy Loman has been a salesman for 34 years. At 60, he is cast aside, his usefulness now exhausted. With no future to dream about he must face the crushing disappointments of his past. He takes one final brave action, but is he heroic at last?, or a self-deluding fool?",7932,3.57,1949,eng,5433.18,3259.908
12936,Gathering Blue,Lois Lowry,Young Adult,"In her strongest work to date, Lois Lowry once again creates a mysterious but plausible future world. It is a society ruled by savagery and deceit that shuns and discards the weak. Left orphaned and physically flawed, young Kira faces a frightening, uncertain future. Blessed with an almost magical talent that keeps her alive, she struggles with ever broadening responsibilities in her quest for truth, discovering things that will change her life forever.As she did in The Giver, Lowry challenges readers to imagine what our world could become, and what will be considered valuable. Every reader will be taken by Kira's plight and will long ponder her haunting world and the hope for the future.",13326,3.82,2000,eng,997.5,0.0
12985,The Tempest,William Shakespeare,Plays,Alternate Cover/publisher Edition ISBN 0743482832 (ISBN13: 9780743482837)Each edition includes:• Freshly edited text based on the best early printed version of the play• Full explanatory notes conveniently placed on pages facing the text of the play• Scene-by-scene plot summaries• A key to famous lines and phrases• An introduction to reading Shakespeare's language• An essay by an outstanding scholar providing a modern perspective on the play• Illustrations from the Folger Shakespeare Library's vast holdings of rare books,6777,3.79,1623,en-US,1025.57,0.0
13083,Hoot,Carl Hiaasen,Young Adult,"Unfortunately, Roy’s first acquaintance in Florida is Dana Matherson, a well-known bully. Then again, if Dana hadn’t been sinking his thumbs into Roy’s temples and mashing his face against the school-bus window, Roy might never have spotted the running boy. And the running boy is he was running away from the school bus, carried no books, and–here’s the odd part–wore no shoes. Sensing a mystery, Roy sets himself on the boy’s trail. The chase introduces him to potty-trained alligators, a fake-fart champion, some burrowing owls, a renegade eco-avenger, and several extremely poisonous snakes with unnaturally sparkling tails.Roy has most definitely arrived in Carl Hiaasen’s Florida.From the Hardcover edition.",5657,3.83,2002,eng,583.83,350.298
13103,The Celestine Prophecy,James Redfield,Fiction,"You have never read a book like this before...The Celestine Prophecy contains secrets that are currently changing our world. Drawing on the ancient wisdom found in a Peruvian manuscript, it tells you how to make connections between the events happening in your own life right now...and lets you see what is going to happen to you in the years to come.The story it tells is a gripping one of adventure and discovery, but it is also a guidebook that has the power to crystalize your perceptions of why you are where you are in life...and to direct your steps with a new energy and optimism as you head into tomorrow.A book that comes along just once in a lifetime to change lives forever.",4885,3.71,1993,en-US,594.51,356.706
13136,2nd Chance,James Patterson,Mystery,"The Women's Murder Club returns for another thrilling crime investigation. Will their skills be enough to take down a brutal madman?A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable.In this ""inventive"" installment of the Women's Murder Club, James Patterson proves once again why he is the #1 master of the murder mystery (Sunday Times).",3361,4.07,2002,eng,1388.77,833.262
13152,The Angel Experiment,James Patterson,Young Adult,"Six unforgettable kids — with no families, no homes — are running for their lives. Max Ride and her best friends have the ability to fly. And that's just the beginning of their amazing powers. But they don't know where they come from, who's hunting them, why they are different from all other humans... and if they're meant to save mankind — or destroy it.",10036,4.07,2005,eng,1949.31,0.0
13440,Skeleton Crew,Stephen King,Horror,"Librarian's Note: Alternate-cover edition for ISBN 0751504386In a bumper collection of truly chilling tales, we meet Gramma - who only wanted to hug little George, even after she was dead; The Raft - a primeval sea creature with an insatiable appetite; The Monkey - an innocent-looking toy with sinister powers; the unspeakable horror of The Mist. And there is a gruesome host of other stories, each with the distinctive blend of unimaginable terror and realism that typifies King's writing.",3184,3.97,1985,eng,957.72,574.632
13642,A Wizard of Earthsea,Ursula K. Le Guin,Fantasy,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth. Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance.",16004,4.01,1968,en-US,4707.0,0.0
13667,The Farthest Shore,Ursula K. Le Guin,Fantasy,"Book Three of Ursula K. Le Guin's Earthsea Cycle. Darkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it.",3854,4.13,1972,,210.94,0.0
